Date of Purchase,Date of Install,User Segment,Item-Purchased,Session Time,Level Reached,Prior Purchases,Purchase Type,Promo Applied,Price (₹),Days Installed Before Last Purchase
2023-02-14,2023-01-16,1,2,111,36,12,0,0,474,29
2023-01-18,2022-12-21,0,4,142,10,3,1,0,900,28
2023-02-01,2023-01-22,0,0,83,18,2,0,1,105,10
2023-01-29,2023-01-18,1,1,142,20,1,0,0,86,11
2023-02-04,2023-01-25,0,7,150,5,4,0,0,267,10
2023-01-18,2023-01-07,1,1,32,18,0,0,1,99,11
2023-01-25,2023-01-01,0,6,6,27,3,0,0,182,24
2023-01-29,2023-01-13,0,6,118,3,2,0,0,217,16
2023-01-30,2023-01-27,0,7,68,24,0,0,0,214,3
2023-02-02,2023-01-18,2,1,81,4,14,0,0,81,15
2023-02-02,2023-01-04,2,9,90,31,15,0,0,499,29
2023-01-18,2023-01-02,1,9,50,37,15,0,0,532,16
2023-01-29,2023-01-24,0,7,32,22,4,0,1,227,5
2023-01-22,2022-12-31,0,0,67,40,2,0,1,103,22
2023-02-08,2023-01-09,0,1,114,25,0,0,0,84,30
2023-01-18,2022-12-24,0,7,145,28,0,0,0,237,25
2023-01-17,2022-12-30,1,2,22,34,7,0,0,366,18
2023-02-11,2023-01-21,0,1,19,2,4,0,0,79,21
2023-01-15,2023-01-02,0,6,90,23,5,0,0,199,13
2023-02-14,2023-01-17,0,8,25,6,1,1,1,587,28
2023-02-10,2023-01-29,1,4,35,11,8,1,1,956,12
2023-02-09,2023-01-28,1,6,11,14,7,0,0,221,12
2023-02-02,2023-01-21,1,8,75,38,7,1,0,401,12
2023-01-21,2023-01-10,0,2,164,12,5,0,0,365,11
2023-01-25,2022-12-31,1,9,141,9,1,0,0,603,25
2023-01-22,2023-01-12,0,8,66,28,2,1,0,495,10
2023-02-14,2023-02-04,1,0,45,17,2,0,0,102,10
2023-01-25,2023-01-01,1,2,110,18,14,0,0,474,24
2023-02-14,2023-01-29,0,9,177,30,4,0,0,664,16
2023-02-07,2023-01-10,1,8,123,25,2,1,0,448,28
2023-01-21,2023-01-18,0,1,135,23,3,0,0,99,3
2023-02-10,2023-01-12,0,6,38,14,0,0,0,173,29
2023-01-29,2023-01-21,0,1,43,13,5,0,0,87,8
2023-01-17,2023-01-02,1,1,60,30,3,0,1,79,15
2023-01-31,2023-01-12,0,1,17,37,3,0,0,85,19
2023-02-06,2023-01-30,1,3,60,16,6,0,0,243,7
2023-01-26,2022-12-27,0,3,140,26,1,0,0,220,30
2023-02-03,2023-01-04,1,4,103,38,2,1,0,862,30
2023-01-20,2023-01-11,1,9,112,32,13,0,0,526,9
2023-01-24,2022-12-31,1,3,48,23,9,0,0,208,24
2023-01-23,2023-01-10,2,1,9,15,5,0,1,92,13
2023-02-14,2023-01-21,1,7,73,21,5,0,1,281,24
2023-01-26,2023-01-20,0,0,103,38,0,0,0,113,6
2023-01-29,2023-01-20,1,8,12,11,8,1,1,543,9
2023-02-05,2023-01-06,0,4,48,27,5,1,0,972,30
2023-02-03,2023-01-27,0,4,47,11,2,1,0,943,7
2023-02-13,2023-02-11,1,6,172,33,12,0,1,172,2
2023-01-30,2023-01-27,2,0,105,4,15,0,0,132,3
2023-01-29,2023-01-28,0,6,173,10,3,0,0,171,1
2023-01-31,2023-01-02,1,0,114,4,7,0,0,135,29
2023-02-11,2023-02-01,0,7,142,26,4,0,0,299,10
2023-02-09,2023-02-04,1,6,25,8,8,0,0,174,5
2023-01-23,2023-01-09,0,4,21,17,1,1,0,961,14
2023-01-16,2023-01-09,0,9,110,27,5,0,0,515,7
2023-02-01,2023-01-10,0,3,156,39,1,0,0,229,22
2023-01-24,2023-01-13,0,5,116,19,2,0,1,97,11
2023-01-27,2023-01-14,0,2,128,17,4,0,0,375,13
2023-01-28,2023-01-02,1,1,39,24,15,0,0,79,26
2023-01-24,2023-01-16,1,0,103,4,6,0,1,150,8
2023-01-15,2023-01-10,0,9,141,19,3,0,1,560,5
2023-01-17,2023-01-16,0,6,78,15,2,0,0,201,1
2023-02-01,2023-01-31,1,3,115,2,7,0,0,204,1
2023-01-23,2023-01-02,0,4,93,21,3,1,0,877,21
2023-02-08,2023-01-26,0,7,67,19,5,0,1,211,13
2023-02-14,2023-02-13,0,1,126,7,4,0,0,91,1
2023-02-12,2023-02-05,0,5,112,14,5,0,0,56,7
2023-01-29,2023-01-03,2,0,130,26,14,0,0,113,26
2023-01-31,2023-01-25,2,5,21,1,10,0,1,83,6
2023-01-20,2022-12-29,0,5,169,25,3,0,0,89,22
2023-02-02,2023-01-19,0,2,131,28,5,0,0,351,14
2023-01-29,2023-01-28,0,9,164,18,0,0,0,532,1
2023-01-16,2022-12-23,1,8,69,18,12,1,0,470,24
2023-02-05,2023-01-08,0,0,47,25,0,0,0,191,28
2023-02-14,2023-01-28,1,2,54,14,7,0,1,393,17
2023-01-20,2023-01-04,1,1,14,30,6,0,1,93,16
2023-01-30,2023-01-01,0,9,158,39,1,0,1,547,29
2023-01-15,2023-01-06,0,8,154,10,2,1,0,432,9
2023-01-20,2023-01-11,0,6,62,24,4,0,0,225,9
2023-01-15,2022-12-16,0,7,157,20,0,0,0,206,30
2023-01-29,2023-01-08,1,8,122,22,3,1,0,545,21
2023-02-08,2023-01-12,0,2,152,1,5,0,0,383,27
2023-02-12,2023-01-29,2,9,78,14,6,0,0,610,14
2023-02-07,2023-01-12,1,1,38,9,8,0,0,92,26
2023-01-24,2023-01-17,0,0,70,27,0,0,0,160,7
2023-01-23,2022-12-24,0,0,36,20,2,0,0,149,30
2023-01-29,2023-01-21,0,6,115,23,1,0,1,208,8
2023-02-12,2023-01-14,1,9,146,4,2,0,0,548,29
2023-02-06,2023-01-12,1,0,106,9,10,0,0,120,25
2023-02-01,2023-01-19,0,5,117,2,4,0,0,95,13
2023-02-06,2023-01-18,0,1,52,4,2,0,0,81,19
2023-02-08,2023-02-03,0,3,144,29,3,0,0,229,5
2023-02-01,2023-01-18,1,4,127,6,15,1,0,993,14
2023-01-28,2023-01-09,0,8,170,28,5,1,0,513,19
2023-01-28,2022-12-29,0,1,166,9,3,0,0,94,30
2023-01-29,2023-01-14,2,8,11,34,6,1,1,437,15
2023-02-10,2023-01-17,0,2,12,34,3,0,1,377,24
2023-02-10,2023-02-02,0,6,139,23,2,0,0,231,8
2023-02-13,2023-01-24,0,6,137,17,1,0,0,174,20
2023-02-09,2023-01-20,0,4,141,34,3,1,0,944,20
2023-01-25,2023-01-08,1,3,20,4,13,0,0,209,17
2023-01-15,2022-12-21,1,4,31,25,5,1,0,812,25
2023-02-11,2023-02-03,0,8,80,12,1,1,0,462,8
2023-01-19,2022-12-25,0,2,71,36,4,0,0,353,25
2023-02-03,2023-01-12,0,9,137,29,3,0,1,675,22
2023-02-09,2023-02-01,1,1,5,22,14,0,1,91,8
2023-01-16,2022-12-28,0,7,75,38,2,0,0,278,19
2023-01-19,2022-12-29,0,0,94,13,0,0,0,199,21
2023-01-19,2023-01-11,1,4,158,1,10,1,0,835,8
2023-02-09,2023-02-02,1,8,169,21,4,1,0,413,7
2023-02-13,2023-01-20,1,0,126,1,7,0,0,147,24
2023-02-12,2023-02-03,0,1,38,10,4,0,0,92,9
2023-02-13,2023-02-03,0,1,42,35,3,0,1,91,10
2023-02-04,2023-01-08,1,8,163,40,12,1,0,571,27
2023-02-02,2023-02-01,0,7,84,33,2,0,0,206,1
2023-02-07,2023-01-10,0,6,90,1,5,0,1,242,28
2023-01-25,2022-12-29,0,1,26,15,5,0,0,94,27
2023-01-17,2023-01-12,1,3,26,28,13,0,0,209,5
2023-01-19,2023-01-09,0,2,113,16,4,0,0,438,10
2023-01-18,2023-01-05,0,2,53,32,2,0,0,368,13
2023-01-24,2023-01-11,0,4,45,12,5,1,1,890,13
2023-02-12,2023-01-23,0,6,33,38,2,0,1,236,20
2023-01-20,2023-01-17,0,7,63,40,4,0,0,264,3
2023-02-03,2023-01-18,2,3,38,21,7,0,0,234,16
2023-01-17,2023-01-07,1,9,23,2,12,0,0,698,10
2023-02-05,2023-01-25,0,2,146,6,3,0,0,360,11
2023-01-21,2022-12-28,0,8,36,5,5,1,0,444,24
2023-01-22,2023-01-04,0,5,119,31,0,0,1,72,18
2023-01-18,2022-12-30,2,2,127,3,12,0,1,356,19
2023-02-03,2023-01-06,1,6,149,8,3,0,0,188,28
2023-01-31,2023-01-03,0,6,80,13,3,0,1,157,28
2023-02-02,2023-01-14,0,2,75,24,2,0,0,420,19
2023-01-20,2022-12-22,0,7,163,15,2,0,0,216,29
2023-01-22,2023-01-11,0,1,136,2,2,0,0,84,11
2023-02-10,2023-01-15,0,2,161,36,4,0,0,426,26
2023-02-13,2023-01-20,2,6,101,34,11,0,0,188,24
2023-02-10,2023-02-02,1,6,172,17,15,0,1,248,8
2023-01-31,2023-01-30,1,6,51,16,0,0,0,160,1
2023-02-10,2023-01-20,2,2,59,19,13,0,0,405,21
2023-01-31,2023-01-24,1,0,33,20,6,0,0,190,7
2023-02-13,2023-01-27,2,0,125,11,2,0,0,191,17
2023-02-11,2023-01-14,0,5,82,29,1,0,0,60,28
2023-02-04,2023-01-10,2,3,177,16,1,0,1,209,25
2023-02-03,2023-01-29,0,6,176,21,2,0,0,180,5
2023-01-28,2023-01-17,1,9,123,37,5,0,0,661,11
2023-01-21,2023-01-08,0,8,100,14,4,1,0,554,13
2023-02-01,2023-01-06,0,2,168,30,4,0,0,454,26
2023-02-02,2023-01-19,1,4,175,7,1,1,1,952,14
2023-01-29,2023-01-19,1,2,132,14,11,0,0,400,10
2023-01-27,2023-01-07,0,0,106,22,1,0,0,193,20
2023-02-12,2023-02-04,0,0,122,3,1,0,0,155,8
2023-02-11,2023-01-24,1,1,90,40,11,0,1,84,18
2023-02-12,2023-01-23,2,2,20,16,10,0,0,364,20
2023-01-24,2023-01-07,1,8,56,14,6,1,0,420,17
2023-01-28,2023-01-24,1,0,165,38,2,0,0,155,4
2023-01-15,2022-12-29,1,9,79,24,13,0,0,589,17
2023-01-31,2023-01-06,0,9,61,21,5,0,0,627,25
2023-02-04,2023-01-22,2,6,120,35,6,0,1,153,13
2023-01-31,2023-01-18,0,9,130,22,2,0,1,540,13
2023-01-20,2022-12-27,0,8,141,23,4,1,0,445,24
2023-02-02,2023-01-22,0,5,19,25,1,0,0,67,11
2023-02-11,2023-01-30,0,9,70,24,4,0,1,545,12
2023-01-15,2023-01-07,1,9,66,21,6,0,0,523,8
2023-02-10,2023-02-07,0,7,12,26,5,0,0,251,3
2023-02-03,2023-01-16,0,6,49,13,3,0,0,198,18
2023-01-31,2023-01-27,0,9,37,32,1,0,0,612,4
2023-02-03,2023-01-06,1,3,76,21,11,0,1,225,28
2023-02-13,2023-01-15,0,2,76,33,1,0,0,364,29
2023-02-14,2023-01-16,0,5,5,32,5,0,0,96,29
2023-01-19,2023-01-10,0,2,50,5,3,0,1,423,9
2023-02-03,2023-01-29,0,2,30,9,0,0,0,350,5
2023-02-04,2023-01-21,0,1,88,14,5,0,1,97,14
2023-02-07,2023-01-13,0,8,131,21,0,1,0,552,25
2023-02-09,2023-01-26,0,7,40,16,2,0,1,258,14
2023-02-05,2023-01-26,0,5,172,38,5,0,1,96,10
2023-02-11,2023-01-28,2,7,146,30,0,0,0,283,14
2023-02-01,2023-01-18,1,5,68,19,1,0,0,71,14
2023-01-21,2022-12-23,0,4,145,19,2,1,1,948,29
2023-02-05,2023-01-19,1,5,10,34,4,0,1,66,17
2023-01-15,2022-12-18,1,8,23,28,3,1,0,401,28
2023-02-09,2023-01-20,2,1,97,19,4,0,0,84,20
2023-02-01,2023-01-14,0,9,143,12,1,0,0,632,18
2023-01-21,2022-12-25,0,4,168,6,1,1,0,936,27
2023-01-31,2023-01-19,0,5,31,34,1,0,1,62,12
2023-02-09,2023-01-25,0,9,179,2,1,0,0,522,15
2023-02-03,2023-01-16,1,9,173,32,10,0,0,538,18
2023-01-21,2023-01-02,2,8,68,9,7,1,0,456,19
2023-01-23,2022-12-26,0,5,49,21,2,0,0,99,28
2023-02-09,2023-02-02,0,6,115,14,1,0,0,196,7
2023-02-12,2023-01-21,0,6,171,28,4,0,1,248,22
2023-01-22,2022-12-27,2,9,164,3,10,0,0,550,26
2023-02-07,2023-01-22,1,0,172,22,9,0,0,112,16
2023-02-08,2023-02-02,2,9,122,30,2,0,0,527,6
2023-02-01,2023-01-10,1,9,104,28,14,0,0,641,22
2023-01-17,2022-12-18,0,1,46,3,0,0,0,88,30
2023-01-28,2023-01-06,0,0,7,26,1,0,0,158,22
2023-01-19,2022-12-25,1,2,139,39,8,0,0,364,25
2023-01-29,2022-12-30,2,7,57,38,0,0,0,283,30
2023-01-17,2022-12-24,0,9,110,1,3,0,1,553,24
2023-02-09,2023-01-26,1,2,78,36,11,0,0,451,14
2023-02-04,2023-01-12,0,7,137,1,2,0,0,234,23
2023-02-03,2023-01-29,1,8,90,17,0,1,1,463,5
2023-02-09,2023-01-11,1,1,89,27,14,0,1,80,29
2023-02-03,2023-01-04,0,0,67,8,4,0,1,167,30
2023-02-07,2023-01-18,0,1,58,19,3,0,1,90,20
2023-01-18,2023-01-09,0,8,90,22,5,1,0,573,9
2023-02-07,2023-01-20,2,2,134,10,13,0,0,476,18
2023-01-27,2023-01-24,0,2,8,25,2,0,1,404,3
2023-02-03,2023-01-24,0,9,91,31,3,0,0,526,10
2023-02-03,2023-01-22,1,9,124,33,2,0,0,662,12
2023-02-10,2023-02-01,0,1,116,25,4,0,1,81,9
2023-01-19,2023-01-15,0,3,92,34,1,0,0,205,4
2023-02-09,2023-01-17,1,5,119,34,9,0,1,92,23
2023-01-19,2023-01-04,0,7,53,8,2,0,0,214,15
2023-02-01,2023-01-17,1,3,46,32,7,0,0,249,15
2023-02-01,2023-01-10,1,8,94,26,9,1,0,505,22
2023-01-27,2023-01-10,1,7,150,3,0,0,0,237,17
2023-01-30,2023-01-21,0,7,27,2,3,0,0,255,9
2023-02-06,2023-01-12,1,5,78,40,5,0,0,79,25
2023-02-01,2023-01-30,0,9,39,8,1,0,0,617,2
2023-01-21,2023-01-07,0,4,75,39,5,1,1,959,14
2023-02-13,2023-01-31,1,5,143,20,4,0,0,97,13
2023-01-30,2023-01-08,1,7,135,28,12,0,1,249,22
2023-01-16,2023-01-07,1,1,87,4,1,0,0,84,9
2023-01-28,2023-01-25,0,2,162,5,4,0,1,445,3
2023-02-10,2023-01-20,0,3,28,15,4,0,0,248,21
2023-02-06,2023-02-04,0,6,117,11,3,0,0,248,2
2023-01-28,2023-01-03,1,9,21,35,2,0,0,667,25
2023-01-17,2022-12-24,0,8,107,12,5,1,1,536,24
2023-01-18,2023-01-07,1,3,152,30,1,0,0,218,11
2023-02-11,2023-01-30,0,0,178,14,2,0,1,116,12
2023-01-30,2023-01-28,0,5,111,1,1,0,1,77,2
2023-02-12,2023-01-26,0,3,22,9,0,0,0,207,17
2023-02-11,2023-02-04,0,2,158,28,3,0,0,415,7
2023-01-28,2023-01-24,0,0,138,35,3,0,1,161,4
2023-02-03,2023-01-12,0,0,137,37,1,0,1,136,22
2023-01-31,2023-01-23,0,3,17,36,1,0,0,209,8
2023-02-13,2023-01-30,0,7,35,13,5,0,0,239,14
2023-02-05,2023-01-08,0,7,54,1,3,0,1,223,28
2023-02-06,2023-02-05,1,1,59,33,3,0,0,80,1
2023-02-11,2023-01-31,0,1,5,18,3,0,0,95,11
2023-01-23,2023-01-19,1,0,119,9,8,0,0,194,4
2023-02-03,2023-01-12,0,2,159,29,5,0,1,476,22
2023-01-16,2023-01-07,0,2,79,9,5,0,0,459,9
2023-01-17,2022-12-28,1,3,69,12,1,0,0,239,20
2023-02-02,2023-01-11,0,8,101,35,4,1,1,554,22
2023-02-06,2023-01-25,0,9,159,33,0,0,0,549,12
2023-01-31,2023-01-24,0,3,5,18,5,0,1,218,7
2023-01-28,2023-01-09,0,8,75,22,5,1,0,464,19
2023-01-21,2023-01-14,0,6,164,16,0,0,1,187,7
2023-02-03,2023-01-11,1,2,49,32,6,0,0,370,23
2023-01-15,2022-12-29,2,6,77,38,6,0,1,196,17
2023-02-14,2023-01-20,0,1,104,6,3,0,1,81,25
2023-01-24,2023-01-09,0,9,146,6,3,0,1,678,15
2023-01-20,2023-01-03,0,1,21,39,0,0,1,97,17
2023-02-07,2023-01-27,0,0,55,10,3,0,0,142,11
2023-02-06,2023-01-30,0,2,48,6,2,0,1,448,7
2023-02-12,2023-01-26,1,9,18,40,8,0,1,592,17
2023-01-24,2022-12-29,0,4,36,32,3,1,0,841,26
2023-02-11,2023-02-04,1,3,78,8,2,0,0,237,7
2023-02-14,2023-02-07,0,9,175,10,5,0,0,507,7
2023-02-01,2023-01-09,0,3,76,1,4,0,0,232,23
2023-02-03,2023-01-07,1,2,61,27,11,0,1,373,27
2023-02-03,2023-02-01,0,2,156,38,0,0,0,364,2
2023-01-20,2023-01-09,0,7,176,14,5,0,0,240,11
2023-02-09,2023-01-30,0,1,176,29,4,0,0,89,10
2023-02-01,2023-01-16,1,8,17,36,1,1,0,469,16
2023-01-17,2022-12-28,0,2,150,7,2,0,1,475,20
2023-01-20,2023-01-04,0,2,47,38,5,0,0,472,16
2023-01-20,2022-12-30,1,5,19,14,7,0,0,94,21
2023-01-27,2023-01-16,0,9,32,39,5,0,0,541,11
2023-02-08,2023-02-03,0,5,67,36,5,0,0,90,5
2023-01-27,2023-01-22,0,5,167,29,1,0,0,75,5
2023-02-05,2023-01-07,1,8,8,32,8,1,0,467,29
2023-02-04,2023-01-20,0,8,117,15,2,1,1,495,15
2023-02-14,2023-01-29,2,5,31,36,2,0,1,58,16
2023-01-18,2023-01-13,0,6,6,40,0,0,1,173,5
2023-02-05,2023-01-09,1,5,57,17,5,0,0,94,27
2023-01-20,2023-01-15,1,2,118,21,12,0,0,418,5
2023-02-11,2023-01-14,0,0,81,35,0,0,0,143,28
2023-02-07,2023-01-26,0,5,39,35,5,0,0,49,12
2023-01-28,2022-12-29,0,1,22,31,1,0,0,93,30
2023-02-03,2023-01-17,1,1,177,7,3,0,0,89,17
2023-02-10,2023-02-03,0,9,114,14,1,0,1,566,7
2023-01-23,2023-01-10,0,9,164,7,5,0,0,697,13
2023-02-12,2023-01-31,0,9,5,22,5,0,0,563,12
2023-01-20,2023-01-10,0,9,107,3,4,0,0,544,10
2023-01-15,2022-12-29,0,9,47,28,2,0,0,556,17
2023-02-07,2023-01-11,0,0,28,4,3,0,0,141,27
2023-01-23,2023-01-08,0,1,128,35,1,0,0,86,15
2023-02-11,2023-01-30,0,5,166,18,0,0,0,71,12
2023-01-23,2023-01-21,0,2,170,13,3,0,0,415,2
2023-02-03,2023-01-25,0,7,155,38,5,0,0,230,9
2023-02-10,2023-01-30,0,9,55,12,2,0,0,571,11
2023-02-08,2023-01-22,0,4,109,29,0,1,0,988,17
2023-02-05,2023-01-07,1,3,107,9,2,0,0,223,29
2023-02-01,2023-01-30,1,3,162,32,5,0,1,201,2
2023-01-21,2022-12-23,0,2,179,33,3,0,0,350,29
2023-01-17,2022-12-26,1,6,73,9,9,0,0,240,22
2023-01-22,2023-01-09,2,5,129,27,0,0,0,69,13
2023-01-18,2022-12-27,2,4,103,24,3,1,0,801,22
2023-02-12,2023-01-13,0,6,48,9,0,0,0,222,30
2023-01-26,2023-01-20,0,3,89,2,1,0,1,231,6
2023-02-13,2023-01-24,2,1,70,27,10,0,0,93,20
2023-02-08,2023-02-05,0,0,158,32,1,0,1,113,3
2023-02-10,2023-02-03,0,1,105,7,3,0,0,84,7
2023-02-03,2023-01-31,2,1,36,31,1,0,0,91,3
2023-01-23,2023-01-11,1,5,141,34,7,0,0,65,12
2023-01-23,2023-01-03,1,3,86,38,13,0,0,199,20
2023-01-21,2023-01-05,0,6,58,21,1,0,0,158,16
2023-02-14,2023-01-16,0,5,114,17,1,0,1,87,29
2023-02-05,2023-01-11,1,4,82,34,3,1,0,820,25
2023-01-17,2022-12-22,0,9,68,14,3,0,0,577,26
2023-02-14,2023-02-05,1,9,142,26,5,0,1,589,9
2023-02-06,2023-01-10,2,2,30,11,2,0,0,431,27
2023-01-16,2023-01-03,1,3,63,38,1,0,0,225,13
2023-02-13,2023-02-05,1,2,180,35,8,0,1,364,8
2023-02-12,2023-01-21,0,1,10,30,4,0,1,83,22
2023-02-11,2023-01-19,0,7,139,11,1,0,1,285,23
2023-01-19,2023-01-12,0,8,110,30,4,1,0,472,7
2023-02-01,2023-01-30,1,6,132,5,15,0,0,162,2
2023-02-13,2023-01-29,1,5,178,33,7,0,1,88,15
2023-02-02,2023-01-22,1,7,110,12,3,0,0,211,11
2023-02-07,2023-01-27,1,7,29,29,13,0,0,276,11
2023-01-21,2023-01-19,0,5,80,36,0,0,1,61,2
2023-01-30,2023-01-11,2,2,84,29,2,0,0,364,19
2023-01-16,2022-12-18,1,0,47,38,15,0,0,122,29
2023-01-27,2023-01-06,0,6,138,9,0,0,1,192,21
2023-02-03,2023-01-08,1,8,151,24,4,1,1,454,26
2023-02-03,2023-01-10,1,4,147,38,2,1,1,934,24
2023-01-17,2022-12-29,1,6,64,22,6,0,0,233,19
2023-02-09,2023-01-15,1,4,162,14,6,1,0,936,25
2023-01-25,2022-12-30,1,1,100,18,4,0,0,92,26
2023-01-23,2022-12-27,0,0,62,30,1,0,0,122,27
2023-02-08,2023-01-15,1,3,106,27,2,0,0,238,24
2023-01-31,2023-01-28,0,8,8,12,4,1,0,566,3
2023-01-16,2022-12-30,0,9,86,10,5,0,0,689,17
2023-01-26,2023-01-09,0,3,153,28,3,0,0,211,17
2023-02-02,2023-01-14,1,3,23,23,1,0,0,233,19
2023-01-27,2023-01-09,0,3,69,28,4,0,0,238,18
2023-01-25,2023-01-19,0,0,82,19,5,0,0,196,6
2023-02-06,2023-01-26,0,5,157,3,1,0,1,71,11
2023-01-20,2023-01-17,1,0,16,6,0,0,1,176,3
2023-01-16,2022-12-20,0,6,146,33,1,0,0,232,27
2023-02-12,2023-02-08,0,8,72,25,5,1,0,431,4
2023-01-24,2022-12-30,1,8,40,23,4,1,0,403,25
2023-01-31,2023-01-03,1,7,163,27,12,0,0,218,28
2023-02-09,2023-01-24,0,4,69,33,3,1,1,907,16
2023-02-09,2023-02-01,1,8,106,18,2,1,1,582,8
2023-02-13,2023-01-29,0,5,48,12,0,0,0,59,15
2023-01-28,2023-01-08,0,9,120,26,5,0,1,569,20
2023-01-27,2023-01-19,0,5,10,16,4,0,1,90,8
2023-02-04,2023-01-27,0,4,97,23,2,1,0,881,8
2023-01-26,2023-01-03,1,8,105,26,10,1,0,507,23
2023-02-02,2023-01-15,0,5,161,31,1,0,0,81,18
2023-01-30,2023-01-16,0,8,8,5,1,1,0,587,14
2023-01-19,2022-12-21,0,8,10,22,2,1,1,417,29
2023-02-13,2023-01-26,2,6,81,14,14,0,1,194,18
2023-01-15,2023-01-02,0,6,169,5,4,0,0,222,13
2023-02-02,2023-01-27,0,6,72,39,2,0,0,186,6
2023-01-23,2023-01-17,0,3,102,18,1,0,0,204,6
2023-01-16,2022-12-25,0,3,175,31,2,0,1,240,22
2023-01-15,2022-12-31,0,8,163,33,0,1,0,405,15
2023-02-05,2023-01-12,1,6,28,16,12,0,0,172,24
2023-01-19,2022-12-30,1,6,125,29,2,0,0,224,20
2023-01-19,2022-12-31,0,9,139,29,2,0,0,589,19
2023-01-17,2023-01-06,0,1,99,5,5,0,0,96,11
2023-02-14,2023-02-09,0,9,113,37,3,0,1,690,5
2023-01-25,2023-01-08,0,9,144,14,1,0,0,530,17
2023-01-17,2023-01-07,0,9,92,35,1,0,0,658,10
2023-01-25,2022-12-29,0,3,36,6,1,0,0,211,27
2023-02-13,2023-01-19,0,3,106,5,0,0,1,208,25
2023-01-23,2023-01-15,1,3,46,32,5,0,0,215,8
2023-01-26,2023-01-15,2,4,131,5,1,1,0,931,11
2023-01-31,2023-01-10,0,4,112,15,5,1,0,955,21
2023-02-01,2023-01-11,0,2,43,7,2,0,1,481,21
2023-01-22,2022-12-29,0,9,8,29,2,0,0,578,24
2023-01-25,2023-01-22,0,0,117,36,0,0,1,183,3
2023-02-10,2023-02-08,0,8,147,15,1,1,0,416,2
2023-02-03,2023-01-09,0,5,46,22,3,0,1,87,25
2023-02-11,2023-02-09,1,4,96,4,7,1,1,988,2
2023-01-16,2022-12-18,0,6,12,10,4,0,0,192,29
2023-02-07,2023-02-03,0,1,129,39,5,0,0,87,4
2023-02-11,2023-01-25,0,7,82,5,2,0,1,219,17
2023-01-20,2022-12-31,0,2,38,34,0,0,0,482,20
2023-01-19,2023-01-06,0,7,58,13,5,0,0,295,13
2023-01-24,2022-12-31,1,5,126,39,11,0,0,90,24
2023-02-13,2023-01-19,0,5,157,1,0,0,1,65,25
2023-02-05,2023-01-06,0,7,158,15,1,0,0,288,30
2023-01-26,2023-01-03,0,7,126,1,0,0,0,262,23
2023-01-19,2023-01-16,0,2,160,3,1,0,1,422,3
2023-02-01,2023-01-15,1,2,143,7,4,0,0,364,17
2023-01-26,2023-01-03,2,5,128,31,14,0,0,86,23
2023-01-22,2023-01-16,0,8,167,14,4,1,0,401,6
2023-01-22,2023-01-02,0,3,81,39,0,0,1,201,20
2023-01-21,2022-12-23,0,9,130,26,4,0,0,577,29
2023-01-28,2023-01-01,1,7,125,39,9,0,0,292,27
2023-01-17,2022-12-21,1,3,84,5,7,0,0,214,27
2023-02-08,2023-01-20,1,6,122,6,8,0,0,227,19
2023-01-25,2023-01-01,0,8,84,17,3,1,1,535,24
2023-01-24,2023-01-16,0,0,73,5,1,0,0,185,8
2023-01-30,2023-01-09,2,8,106,2,3,1,1,511,21
2023-02-06,2023-01-25,1,4,110,22,11,1,0,997,12
2023-02-07,2023-02-01,1,1,167,10,2,0,0,98,6
2023-01-16,2022-12-19,1,6,105,17,3,0,0,167,28
2023-01-18,2022-12-23,1,7,148,31,8,0,1,297,26
2023-01-18,2023-01-11,0,5,91,35,3,0,1,85,7
2023-02-08,2023-01-09,1,4,68,10,4,1,1,922,30
2023-02-03,2023-01-12,1,7,81,4,14,0,0,273,22
2023-01-26,2023-01-15,0,6,135,11,5,0,0,180,11
2023-02-11,2023-01-28,1,4,108,35,11,1,0,904,14
2023-01-31,2023-01-05,0,9,151,20,3,0,1,539,26
2023-01-15,2022-12-31,0,0,23,22,2,0,0,130,15
2023-02-12,2023-01-19,0,3,175,21,0,0,0,206,24
2023-01-21,2023-01-03,0,1,91,19,1,0,0,93,18
2023-02-07,2023-01-18,0,6,54,10,4,0,0,238,20
2023-01-15,2022-12-30,0,7,44,14,0,0,1,291,16
2023-01-22,2022-12-30,1,9,29,25,10,0,0,581,23
2023-01-27,2023-01-03,0,5,109,39,0,0,0,51,24
2023-01-25,2023-01-10,0,2,88,10,5,0,0,417,15
2023-02-05,2023-01-31,1,3,11,9,10,0,0,230,5
2023-02-12,2023-02-02,0,4,130,3,4,1,0,957,10
2023-02-13,2023-02-09,0,2,15,5,1,0,1,469,4
2023-02-01,2023-01-16,1,2,89,40,10,0,0,454,16
2023-02-08,2023-01-10,2,2,20,22,5,0,0,495,29
2023-02-12,2023-02-05,0,8,16,20,5,1,0,567,7
2023-02-10,2023-02-04,0,2,48,20,2,0,0,380,6
2023-01-24,2023-01-01,2,4,130,33,11,1,1,859,23
2023-01-17,2022-12-23,0,5,25,10,3,0,1,73,25
2023-01-27,2023-01-19,2,5,49,33,10,0,0,58,8
2023-02-06,2023-01-27,0,0,82,3,0,0,0,103,10
2023-02-02,2023-01-24,1,6,173,23,8,0,0,185,9
2023-01-17,2023-01-10,1,0,117,36,10,0,0,141,7
2023-02-01,2023-01-15,0,3,58,9,1,0,0,228,17
2023-01-16,2022-12-21,0,0,104,26,2,0,1,191,26
2023-01-23,2023-01-12,0,1,72,18,2,0,0,99,11
