Date of Purchase,Date of Install,User Segment,Item-Purchased,Session Time,Level Reached,Prior Purchases,Purchase Type,Promo Applied,Price (₹)
11/02/2023,31/01/2023,Casual,Season Pass,01h 45m,7,5,Subscription,No,478
31/01/2023,29/01/2023,Casual,Season Pass,02h 07m,26,3,Subscription,Yes,594
11/02/2023,21/01/2023,Casual,Premium Weapon,01h 41m,10,0,One-time,No,292
25/01/2023,04/01/2023,Casual,Ultra Bundle,02h 35m,4,1,One-time,Yes,695
16/01/2023,30/12/2022,Whales,Power-Up Bundle,02h 24m,9,12,One-time,No,179
14/02/2023,21/01/2023,Casual,Coin Pack - 5000,00h 50m,17,5,One-time,Yes,217
25/01/2023,06/01/2023,Casual,Character Skin,00h 56m,5,5,One-time,No,141
01/02/2023,15/01/2023,Casual,Character Skin,02h 10m,37,1,One-time,Yes,147
13/02/2023,08/02/2023,Casual,Premium Weapon,00h 59m,34,4,One-time,No,201
30/01/2023,14/01/2023,Hardcore,Lifetime Membership,02h 13m,19,13,Subscription,No,920
24/01/2023,23/01/2023,Casual,Lifetime Membership,00h 15m,3,1,Subscription,No,848
03/02/2023,05/01/2023,Whales,Coin Pack - 10000,01h 48m,14,13,One-time,Yes,407
28/01/2023,10/01/2023,Casual,Limited-Time Offer Pack,02h 14m,27,2,One-time,No,90
17/01/2023,06/01/2023,Casual,Ultra Bundle,02h 15m,16,2,One-time,No,651
08/02/2023,13/01/2023,Hardcore,Lifetime Membership,02h 21m,35,10,Subscription,Yes,930
15/01/2023,31/12/2022,Hardcore,Coin Pack - 5000,00h 07m,27,14,One-time,No,200
07/02/2023,03/02/2023,Casual,Coin Pack - 10000,02h 28m,14,3,One-time,No,488
15/01/2023,20/12/2022,Casual,Coin Pack - 1000,02h 10m,5,4,One-time,No,87
04/02/2023,27/01/2023,Hardcore,Season Pass,02h 04m,25,9,Subscription,Yes,464
18/01/2023,11/01/2023,Casual,Premium Weapon,01h 41m,40,3,One-time,Yes,245
20/01/2023,04/01/2023,Hardcore,Premium Weapon,00h 20m,30,0,One-time,No,271
23/01/2023,15/01/2023,Casual,Lifetime Membership,02h 35m,27,0,Subscription,Yes,829
19/01/2023,01/01/2023,Casual,Limited-Time Offer Pack,02h 31m,21,0,One-time,No,65
20/01/2023,30/12/2022,Casual,Power-Up Bundle,02h 03m,5,4,One-time,No,181
25/01/2023,06/01/2023,Whales,Coin Pack - 10000,01h 28m,9,5,One-time,No,398
20/01/2023,07/01/2023,Hardcore,Coin Pack - 10000,02h 00m,30,11,One-time,No,426
29/01/2023,28/01/2023,Casual,Season Pass,00h 05m,2,2,Subscription,No,563
07/02/2023,24/01/2023,Whales,Premium Weapon,00h 20m,25,4,One-time,No,297
14/02/2023,17/01/2023,Casual,Ultra Bundle,01h 22m,38,0,One-time,No,500
15/01/2023,14/01/2023,Hardcore,Season Pass,01h 52m,30,15,Subscription,No,449
22/01/2023,29/12/2022,Casual,Lifetime Membership,02h 44m,28,3,Subscription,No,926
19/01/2023,28/12/2022,Hardcore,Season Pass,01h 27m,38,1,Subscription,Yes,462
24/01/2023,19/01/2023,Casual,Lifetime Membership,02h 28m,26,0,Subscription,Yes,916
12/02/2023,13/01/2023,Casual,Premium Weapon,02h 17m,25,5,One-time,No,270
19/01/2023,30/12/2022,Casual,Coin Pack - 10000,01h 45m,31,4,One-time,No,351
05/02/2023,01/02/2023,Hardcore,Coin Pack - 5000,02h 24m,19,12,One-time,No,239
17/01/2023,14/01/2023,Casual,Coin Pack - 5000,00h 08m,37,0,One-time,No,235
03/02/2023,06/01/2023,Whales,Coin Pack - 1000,01h 55m,24,15,One-time,No,94
07/02/2023,28/01/2023,Casual,Power-Up Bundle,02h 01m,21,4,One-time,No,218
31/01/2023,21/01/2023,Casual,Season Pass,02h 45m,16,0,Subscription,No,409
18/01/2023,17/01/2023,Casual,Character Skin,02h 50m,11,5,One-time,Yes,147
29/01/2023,23/01/2023,Hardcore,Character Skin,01h 52m,8,8,One-time,Yes,194
23/01/2023,17/01/2023,Casual,Premium Weapon,01h 10m,17,5,One-time,Yes,244
03/02/2023,11/01/2023,Hardcore,Coin Pack - 10000,01h 44m,33,10,One-time,No,422
16/01/2023,22/12/2022,Casual,Limited-Time Offer Pack,02h 22m,6,3,One-time,No,64
18/01/2023,22/12/2022,Hardcore,Season Pass,03h 00m,9,15,Subscription,No,448
13/02/2023,07/02/2023,Whales,Premium Weapon,01h 23m,32,15,One-time,Yes,271
07/02/2023,02/02/2023,Casual,Premium Weapon,00h 35m,8,4,One-time,Yes,243
07/02/2023,17/01/2023,Casual,Season Pass,01h 28m,33,3,Subscription,Yes,420
15/01/2023,23/12/2022,Hardcore,Limited-Time Offer Pack,02h 43m,29,0,One-time,No,70
09/02/2023,15/01/2023,Casual,Ultra Bundle,01h 47m,7,4,One-time,Yes,573
17/01/2023,14/01/2023,Hardcore,Coin Pack - 1000,00h 10m,25,0,One-time,Yes,79
31/01/2023,25/01/2023,Hardcore,Coin Pack - 5000,01h 19m,19,7,One-time,Yes,232
26/01/2023,23/01/2023,Casual,Ultra Bundle,02h 13m,17,2,One-time,No,607
14/02/2023,18/01/2023,Casual,Coin Pack - 5000,00h 37m,30,3,One-time,Yes,214
11/02/2023,18/01/2023,Casual,Coin Pack - 1000,02h 55m,36,2,One-time,Yes,83
18/01/2023,06/01/2023,Casual,Lifetime Membership,02h 37m,31,2,Subscription,Yes,926
05/02/2023,08/01/2023,Whales,Power-Up Bundle,01h 32m,3,7,One-time,No,248
03/02/2023,25/01/2023,Casual,Ultra Bundle,01h 10m,17,3,One-time,No,679
01/02/2023,22/01/2023,Hardcore,Character Skin,01h 53m,32,9,One-time,Yes,152
03/02/2023,13/01/2023,Hardcore,Ultra Bundle,01h 05m,33,11,One-time,No,514
10/02/2023,23/01/2023,Casual,Coin Pack - 1000,01h 15m,31,0,One-time,Yes,86
28/01/2023,21/01/2023,Casual,Coin Pack - 5000,02h 35m,10,2,One-time,Yes,224
10/02/2023,31/01/2023,Casual,Coin Pack - 5000,02h 48m,17,5,One-time,No,240
19/01/2023,04/01/2023,Hardcore,Lifetime Membership,00h 50m,6,4,Subscription,No,868
13/02/2023,28/01/2023,Hardcore,Limited-Time Offer Pack,02h 14m,16,1,One-time,No,80
27/01/2023,23/01/2023,Casual,Season Pass,02h 22m,40,4,Subscription,No,532
26/01/2023,20/01/2023,Casual,Character Skin,02h 31m,13,2,One-time,No,199
21/01/2023,22/12/2022,Casual,Character Skin,02h 05m,25,3,One-time,No,129
29/01/2023,20/01/2023,Casual,Ultra Bundle,02h 42m,5,4,One-time,Yes,615
29/01/2023,06/01/2023,Casual,Coin Pack - 1000,02h 37m,10,1,One-time,No,83
31/01/2023,28/01/2023,Whales,Coin Pack - 1000,00h 41m,8,1,One-time,No,94
14/02/2023,08/02/2023,Hardcore,Premium Weapon,02h 11m,20,0,One-time,No,210
09/02/2023,25/01/2023,Casual,Premium Weapon,02h 55m,38,4,One-time,No,221
31/01/2023,21/01/2023,Casual,Coin Pack - 5000,00h 08m,7,3,One-time,No,222
28/01/2023,19/01/2023,Hardcore,Lifetime Membership,01h 36m,21,4,Subscription,No,903
05/02/2023,24/01/2023,Casual,Power-Up Bundle,02h 08m,37,4,One-time,No,200
29/01/2023,20/01/2023,Casual,Coin Pack - 10000,01h 56m,17,5,One-time,Yes,460
19/01/2023,20/12/2022,Hardcore,Season Pass,02h 39m,34,8,Subscription,No,440
26/01/2023,07/01/2023,Casual,Limited-Time Offer Pack,01h 15m,38,1,One-time,No,71
30/01/2023,27/01/2023,Hardcore,Limited-Time Offer Pack,01h 07m,3,9,One-time,No,69
19/01/2023,02/01/2023,Casual,Ultra Bundle,00h 14m,22,2,One-time,No,653
16/01/2023,07/01/2023,Hardcore,Coin Pack - 5000,01h 29m,6,0,One-time,No,245
22/01/2023,20/01/2023,Casual,Coin Pack - 5000,00h 32m,40,1,One-time,Yes,203
18/01/2023,29/12/2022,Casual,Coin Pack - 5000,02h 15m,35,3,One-time,No,222
03/02/2023,01/02/2023,Hardcore,Coin Pack - 1000,02h 41m,13,14,One-time,No,97
06/02/2023,19/01/2023,Casual,Character Skin,02h 59m,6,0,One-time,No,143
16/01/2023,21/12/2022,Hardcore,Coin Pack - 10000,01h 26m,18,15,One-time,No,380
03/02/2023,15/01/2023,Casual,Coin Pack - 1000,01h 27m,24,4,One-time,Yes,80
06/02/2023,03/02/2023,Hardcore,Season Pass,02h 53m,19,4,Subscription,No,502
21/01/2023,31/12/2022,Whales,Coin Pack - 1000,01h 59m,23,11,One-time,No,88
06/02/2023,23/01/2023,Casual,Coin Pack - 1000,02h 07m,14,3,One-time,Yes,97
05/02/2023,28/01/2023,Casual,Coin Pack - 5000,01h 56m,8,5,One-time,No,245
13/02/2023,23/01/2023,Casual,Coin Pack - 1000,02h 32m,17,3,One-time,No,82
15/01/2023,11/01/2023,Casual,Coin Pack - 5000,02h 50m,20,5,One-time,Yes,239
06/02/2023,15/01/2023,Whales,Power-Up Bundle,02h 09m,15,2,One-time,Yes,189
21/01/2023,25/12/2022,Casual,Ultra Bundle,01h 57m,13,1,One-time,No,515
25/01/2023,18/01/2023,Hardcore,Character Skin,01h 50m,20,14,One-time,Yes,188
18/01/2023,02/01/2023,Casual,Character Skin,00h 29m,40,1,One-time,Yes,190
17/01/2023,10/01/2023,Casual,Limited-Time Offer Pack,02h 04m,26,2,One-time,No,79
11/02/2023,02/02/2023,Hardcore,Power-Up Bundle,02h 46m,22,1,One-time,No,164
28/01/2023,08/01/2023,Casual,Ultra Bundle,02h 01m,30,0,One-time,No,639
15/01/2023,31/12/2022,Whales,Power-Up Bundle,01h 41m,4,13,One-time,Yes,168
02/02/2023,11/01/2023,Casual,Coin Pack - 5000,02h 47m,1,0,One-time,No,224
08/02/2023,06/02/2023,Hardcore,Power-Up Bundle,01h 12m,27,12,One-time,No,227
19/01/2023,22/12/2022,Casual,Coin Pack - 10000,02h 17m,19,0,One-time,Yes,404
27/01/2023,19/01/2023,Casual,Coin Pack - 5000,00h 48m,23,3,One-time,No,239
10/02/2023,28/01/2023,Casual,Limited-Time Offer Pack,00h 08m,37,3,One-time,Yes,77
12/02/2023,31/01/2023,Whales,Coin Pack - 1000,00h 50m,28,2,One-time,Yes,83
13/02/2023,24/01/2023,Hardcore,Coin Pack - 1000,00h 10m,31,13,One-time,Yes,94
24/01/2023,16/01/2023,Casual,Ultra Bundle,02h 21m,9,1,One-time,Yes,553
27/01/2023,12/01/2023,Casual,Ultra Bundle,01h 55m,13,0,One-time,No,590
20/01/2023,14/01/2023,Whales,Limited-Time Offer Pack,02h 36m,17,9,One-time,Yes,86
11/02/2023,16/01/2023,Casual,Coin Pack - 10000,00h 16m,35,3,One-time,No,482
27/01/2023,31/12/2022,Casual,Power-Up Bundle,02h 23m,37,4,One-time,No,184
12/02/2023,18/01/2023,Hardcore,Power-Up Bundle,01h 20m,40,14,One-time,Yes,163
08/02/2023,22/01/2023,Hardcore,Ultra Bundle,01h 58m,35,14,One-time,No,603
04/02/2023,29/01/2023,Hardcore,Character Skin,01h 46m,9,15,One-time,No,154
04/02/2023,20/01/2023,Casual,Ultra Bundle,02h 31m,15,2,One-time,Yes,515
13/02/2023,05/02/2023,Casual,Ultra Bundle,00h 59m,5,2,One-time,No,685
11/02/2023,04/02/2023,Casual,Coin Pack - 5000,01h 20m,26,1,One-time,No,210
05/02/2023,11/01/2023,Casual,Lifetime Membership,02h 16m,4,4,Subscription,Yes,996
25/01/2023,16/01/2023,Casual,Coin Pack - 5000,01h 40m,7,5,One-time,Yes,216
05/02/2023,09/01/2023,Casual,Season Pass,01h 26m,4,0,Subscription,No,473
01/02/2023,04/01/2023,Casual,Coin Pack - 1000,02h 56m,3,5,One-time,No,99
04/02/2023,28/01/2023,Casual,Ultra Bundle,00h 05m,19,0,One-time,No,597
03/02/2023,07/01/2023,Hardcore,Limited-Time Offer Pack,02h 15m,22,8,One-time,No,72
23/01/2023,31/12/2022,Casual,Coin Pack - 1000,01h 45m,25,2,One-time,Yes,81
10/02/2023,09/02/2023,Casual,Premium Weapon,00h 43m,29,0,One-time,No,266
29/01/2023,17/01/2023,Casual,Coin Pack - 10000,00h 59m,5,4,One-time,No,379
06/02/2023,30/01/2023,Casual,Lifetime Membership,02h 06m,8,1,Subscription,No,802
12/02/2023,31/01/2023,Casual,Limited-Time Offer Pack,00h 37m,36,1,One-time,No,84
11/02/2023,17/01/2023,Casual,Coin Pack - 10000,00h 29m,7,0,One-time,Yes,378
16/01/2023,14/01/2023,Casual,Character Skin,00h 22m,8,5,One-time,No,181
05/02/2023,19/01/2023,Casual,Coin Pack - 1000,02h 50m,35,0,One-time,No,80
25/01/2023,17/01/2023,Hardcore,Character Skin,01h 46m,26,12,One-time,No,137
26/01/2023,03/01/2023,Casual,Ultra Bundle,02h 05m,29,2,One-time,No,536
26/01/2023,29/12/2022,Casual,Limited-Time Offer Pack,02h 54m,40,0,One-time,No,54
06/02/2023,12/01/2023,Hardcore,Power-Up Bundle,00h 33m,40,7,One-time,Yes,155
07/02/2023,19/01/2023,Whales,Season Pass,01h 07m,28,7,Subscription,No,421
06/02/2023,25/01/2023,Casual,Premium Weapon,02h 44m,39,1,One-time,No,235
10/02/2023,08/02/2023,Casual,Coin Pack - 1000,02h 20m,5,2,One-time,Yes,95
25/01/2023,19/01/2023,Hardcore,Lifetime Membership,00h 59m,28,0,Subscription,Yes,925
10/02/2023,04/02/2023,Whales,Power-Up Bundle,02h 41m,6,7,One-time,No,171
08/02/2023,26/01/2023,Casual,Limited-Time Offer Pack,00h 20m,29,3,One-time,No,99
16/01/2023,31/12/2022,Whales,Character Skin,01h 32m,3,8,One-time,Yes,168
31/01/2023,04/01/2023,Casual,Character Skin,01h 12m,24,5,One-time,No,102
14/02/2023,02/02/2023,Hardcore,Premium Weapon,02h 19m,5,0,One-time,Yes,216
05/02/2023,04/02/2023,Whales,Season Pass,02h 47m,40,5,Subscription,No,582
17/01/2023,21/12/2022,Hardcore,Ultra Bundle,01h 59m,31,2,One-time,Yes,561
14/02/2023,21/01/2023,Casual,Power-Up Bundle,00h 58m,7,5,One-time,No,221
22/01/2023,17/01/2023,Hardcore,Limited-Time Offer Pack,01h 33m,10,12,One-time,No,80
21/01/2023,04/01/2023,Casual,Lifetime Membership,01h 22m,29,0,Subscription,No,872
12/02/2023,03/02/2023,Casual,Premium Weapon,01h 57m,39,3,One-time,No,273
10/02/2023,15/01/2023,Casual,Season Pass,02h 34m,34,0,Subscription,No,413
25/01/2023,31/12/2022,Casual,Coin Pack - 1000,02h 23m,7,3,One-time,Yes,83
30/01/2023,07/01/2023,Casual,Premium Weapon,01h 25m,3,5,One-time,No,285
12/02/2023,10/02/2023,Casual,Character Skin,02h 39m,24,4,One-time,No,170
18/01/2023,20/12/2022,Hardcore,Ultra Bundle,02h 27m,15,8,One-time,No,559
02/02/2023,27/01/2023,Casual,Power-Up Bundle,01h 43m,23,1,One-time,Yes,212
19/01/2023,07/01/2023,Hardcore,Season Pass,00h 51m,31,6,Subscription,No,523
29/01/2023,22/01/2023,Casual,Premium Weapon,02h 26m,35,4,One-time,No,276
10/02/2023,08/02/2023,Casual,Coin Pack - 5000,00h 53m,18,3,One-time,No,247
19/01/2023,14/01/2023,Casual,Ultra Bundle,02h 38m,13,5,One-time,No,525
16/01/2023,30/12/2022,Hardcore,Coin Pack - 10000,00h 17m,3,11,One-time,Yes,371
25/01/2023,03/01/2023,Hardcore,Limited-Time Offer Pack,02h 11m,23,1,One-time,Yes,93
26/01/2023,29/12/2022,Casual,Power-Up Bundle,00h 10m,12,5,One-time,Yes,235
09/02/2023,26/01/2023,Casual,Power-Up Bundle,00h 37m,9,2,One-time,No,210
10/02/2023,22/01/2023,Casual,Premium Weapon,01h 55m,5,4,One-time,No,244
11/02/2023,29/01/2023,Casual,Season Pass,02h 39m,16,1,Subscription,No,439
12/02/2023,01/02/2023,Casual,Season Pass,01h 03m,13,4,Subscription,Yes,560
31/01/2023,23/01/2023,Casual,Coin Pack - 5000,01h 41m,26,1,One-time,No,208
21/01/2023,10/01/2023,Casual,Limited-Time Offer Pack,01h 18m,16,4,One-time,No,89
23/01/2023,21/01/2023,Casual,Coin Pack - 1000,02h 43m,11,5,One-time,Yes,84
10/02/2023,21/01/2023,Casual,Ultra Bundle,00h 49m,24,1,One-time,No,685
21/01/2023,03/01/2023,Hardcore,Lifetime Membership,00h 20m,17,13,Subscription,No,826
12/02/2023,14/01/2023,Hardcore,Character Skin,00h 59m,1,0,One-time,No,130
26/01/2023,14/01/2023,Casual,Season Pass,02h 01m,12,1,Subscription,No,596
23/01/2023,14/01/2023,Casual,Ultra Bundle,02h 43m,40,0,One-time,No,582
05/02/2023,12/01/2023,Hardcore,Character Skin,02h 29m,19,6,One-time,No,127
12/02/2023,24/01/2023,Casual,Character Skin,01h 36m,11,3,One-time,No,156
31/01/2023,06/01/2023,Whales,Lifetime Membership,01h 42m,18,6,Subscription,No,950
31/01/2023,10/01/2023,Casual,Coin Pack - 1000,02h 18m,21,1,One-time,No,99
13/02/2023,01/02/2023,Casual,Lifetime Membership,02h 48m,20,0,Subscription,Yes,977
23/01/2023,18/01/2023,Casual,Character Skin,00h 56m,38,5,One-time,No,181
19/01/2023,06/01/2023,Casual,Limited-Time Offer Pack,02h 25m,7,5,One-time,No,64
29/01/2023,31/12/2022,Casual,Premium Weapon,01h 03m,24,3,One-time,Yes,234
05/02/2023,08/01/2023,Casual,Coin Pack - 1000,00h 50m,28,0,One-time,Yes,86
13/02/2023,09/02/2023,Casual,Lifetime Membership,02h 54m,31,4,Subscription,Yes,862
18/01/2023,02/01/2023,Whales,Character Skin,01h 54m,22,3,One-time,Yes,179
06/02/2023,13/01/2023,Casual,Premium Weapon,00h 46m,7,0,One-time,Yes,235
31/01/2023,21/01/2023,Casual,Ultra Bundle,01h 46m,21,2,One-time,No,658
08/02/2023,24/01/2023,Casual,Lifetime Membership,02h 52m,17,2,Subscription,No,996
26/01/2023,16/01/2023,Casual,Lifetime Membership,01h 40m,22,3,Subscription,No,989
17/01/2023,24/12/2022,Casual,Character Skin,00h 31m,28,1,One-time,No,160
06/02/2023,19/01/2023,Hardcore,Season Pass,02h 03m,25,6,Subscription,No,566
09/02/2023,30/01/2023,Casual,Power-Up Bundle,02h 52m,15,5,One-time,No,243
13/02/2023,28/01/2023,Casual,Premium Weapon,00h 47m,11,4,One-time,No,239
10/02/2023,05/02/2023,Hardcore,Lifetime Membership,00h 46m,6,7,Subscription,No,799
30/01/2023,27/01/2023,Casual,Ultra Bundle,02h 38m,16,3,One-time,Yes,600
03/02/2023,25/01/2023,Casual,Coin Pack - 10000,02h 28m,30,0,One-time,No,405
30/01/2023,10/01/2023,Hardcore,Coin Pack - 5000,01h 37m,8,2,One-time,No,202
18/01/2023,13/01/2023,Casual,Power-Up Bundle,01h 05m,26,4,One-time,Yes,190
27/01/2023,23/01/2023,Hardcore,Ultra Bundle,02h 45m,36,7,One-time,No,576
13/02/2023,03/02/2023,Casual,Coin Pack - 5000,01h 14m,34,1,One-time,No,248
28/01/2023,23/01/2023,Whales,Coin Pack - 1000,03h 00m,10,10,One-time,Yes,86
26/01/2023,28/12/2022,Casual,Power-Up Bundle,01h 20m,34,3,One-time,No,191
02/02/2023,05/01/2023,Casual,Coin Pack - 1000,01h 59m,18,1,One-time,Yes,84
16/01/2023,11/01/2023,Casual,Character Skin,02h 32m,2,4,One-time,No,190
18/01/2023,25/12/2022,Casual,Ultra Bundle,01h 00m,35,3,One-time,No,592
28/01/2023,11/01/2023,Casual,Lifetime Membership,01h 45m,15,1,Subscription,Yes,974
01/02/2023,23/01/2023,Casual,Season Pass,02h 06m,1,5,Subscription,No,473
28/01/2023,19/01/2023,Casual,Coin Pack - 10000,01h 35m,4,0,One-time,No,478
21/01/2023,26/12/2022,Hardcore,Limited-Time Offer Pack,01h 45m,2,9,One-time,No,94
10/02/2023,16/01/2023,Casual,Coin Pack - 10000,00h 06m,20,2,One-time,No,388
04/02/2023,11/01/2023,Casual,Coin Pack - 5000,00h 25m,17,0,One-time,Yes,242
23/01/2023,07/01/2023,Whales,Power-Up Bundle,01h 35m,8,7,One-time,No,248
11/02/2023,01/02/2023,Casual,Power-Up Bundle,02h 11m,1,4,One-time,No,198
07/02/2023,10/01/2023,Casual,Character Skin,01h 45m,37,5,One-time,No,132
07/02/2023,19/01/2023,Hardcore,Power-Up Bundle,00h 46m,33,13,One-time,Yes,161
14/02/2023,21/01/2023,Hardcore,Coin Pack - 1000,02h 41m,34,2,One-time,No,88
06/02/2023,21/01/2023,Casual,Premium Weapon,02h 39m,24,1,One-time,No,221
12/02/2023,23/01/2023,Casual,Coin Pack - 5000,00h 08m,15,5,One-time,No,200
29/01/2023,13/01/2023,Casual,Limited-Time Offer Pack,02h 57m,34,0,One-time,No,89
04/02/2023,07/01/2023,Casual,Lifetime Membership,02h 13m,13,4,Subscription,Yes,961
13/02/2023,28/01/2023,Casual,Coin Pack - 10000,01h 44m,25,5,One-time,No,488
17/01/2023,31/12/2022,Casual,Coin Pack - 1000,00h 13m,23,0,One-time,Yes,97
04/02/2023,01/02/2023,Hardcore,Season Pass,00h 43m,9,13,Subscription,Yes,555
22/01/2023,04/01/2023,Casual,Coin Pack - 1000,02h 00m,10,2,One-time,No,86
29/01/2023,02/01/2023,Casual,Season Pass,01h 21m,17,4,Subscription,No,401
27/01/2023,28/12/2022,Hardcore,Premium Weapon,01h 40m,10,9,One-time,No,230
14/02/2023,10/02/2023,Casual,Coin Pack - 10000,01h 18m,16,0,One-time,No,379
04/02/2023,11/01/2023,Casual,Premium Weapon,02h 13m,17,1,One-time,Yes,292
13/02/2023,30/01/2023,Casual,Coin Pack - 10000,01h 09m,10,4,One-time,No,437
09/02/2023,08/02/2023,Casual,Ultra Bundle,02h 10m,15,5,One-time,Yes,540
21/01/2023,19/01/2023,Casual,Coin Pack - 1000,00h 53m,17,4,One-time,Yes,87
06/02/2023,16/01/2023,Casual,Lifetime Membership,00h 11m,1,1,Subscription,Yes,929
07/02/2023,14/01/2023,Hardcore,Premium Weapon,00h 24m,10,10,One-time,No,271
22/01/2023,27/12/2022,Casual,Lifetime Membership,02h 32m,17,1,Subscription,Yes,835
18/01/2023,20/12/2022,Hardcore,Character Skin,01h 41m,23,13,One-time,No,163
15/01/2023,17/12/2022,Hardcore,Power-Up Bundle,02h 16m,32,6,One-time,No,162
06/02/2023,15/01/2023,Hardcore,Coin Pack - 10000,01h 25m,36,15,One-time,No,381
08/02/2023,04/02/2023,Casual,Limited-Time Offer Pack,00h 30m,7,0,One-time,Yes,65
04/02/2023,30/01/2023,Casual,Ultra Bundle,00h 17m,1,1,One-time,No,661
23/01/2023,18/01/2023,Casual,Season Pass,01h 44m,33,0,Subscription,No,463
13/02/2023,15/01/2023,Casual,Premium Weapon,02h 05m,33,1,One-time,No,250
20/01/2023,21/12/2022,Casual,Lifetime Membership,01h 46m,11,0,Subscription,No,895
25/01/2023,04/01/2023,Casual,Premium Weapon,02h 54m,3,0,One-time,Yes,281
17/01/2023,22/12/2022,Hardcore,Coin Pack - 5000,02h 45m,20,5,One-time,No,211
19/01/2023,20/12/2022,Casual,Coin Pack - 5000,00h 23m,15,3,One-time,Yes,245
09/02/2023,21/01/2023,Whales,Premium Weapon,02h 21m,6,14,One-time,No,286
12/02/2023,31/01/2023,Hardcore,Lifetime Membership,01h 49m,12,11,Subscription,Yes,913
19/01/2023,28/12/2022,Casual,Limited-Time Offer Pack,02h 53m,21,5,One-time,No,59
17/01/2023,24/12/2022,Casual,Coin Pack - 5000,00h 29m,24,1,One-time,No,207
13/02/2023,05/02/2023,Casual,Lifetime Membership,02h 37m,38,4,Subscription,No,967
06/02/2023,29/01/2023,Casual,Character Skin,02h 34m,9,3,One-time,Yes,105
19/01/2023,05/01/2023,Hardcore,Character Skin,00h 45m,22,14,One-time,No,156
07/02/2023,15/01/2023,Whales,Character Skin,02h 58m,20,5,One-time,Yes,113
16/01/2023,30/12/2022,Hardcore,Season Pass,01h 37m,10,10,Subscription,No,429
24/01/2023,06/01/2023,Casual,Ultra Bundle,01h 30m,3,3,One-time,Yes,649
21/01/2023,26/12/2022,Hardcore,Coin Pack - 10000,00h 33m,31,1,One-time,No,463
20/01/2023,19/01/2023,Casual,Coin Pack - 5000,01h 03m,2,5,One-time,No,220
11/02/2023,29/01/2023,Casual,Power-Up Bundle,01h 44m,1,3,One-time,No,199
12/02/2023,15/01/2023,Casual,Premium Weapon,02h 00m,38,3,One-time,No,284
22/01/2023,06/01/2023,Casual,Coin Pack - 5000,01h 18m,19,0,One-time,Yes,241
11/02/2023,09/02/2023,Casual,Premium Weapon,01h 15m,21,3,One-time,No,247
16/01/2023,05/01/2023,Casual,Season Pass,00h 19m,22,5,Subscription,Yes,574
31/01/2023,02/01/2023,Hardcore,Character Skin,02h 13m,5,3,One-time,No,121
01/02/2023,11/01/2023,Casual,Coin Pack - 10000,00h 55m,25,3,One-time,Yes,387
29/01/2023,07/01/2023,Whales,Season Pass,00h 16m,18,10,Subscription,Yes,484
19/01/2023,13/01/2023,Casual,Lifetime Membership,02h 28m,8,3,Subscription,No,974
12/02/2023,06/02/2023,Whales,Coin Pack - 10000,00h 39m,33,6,One-time,No,421
14/02/2023,02/02/2023,Casual,Ultra Bundle,01h 21m,35,1,One-time,No,627
23/01/2023,30/12/2022,Casual,Season Pass,01h 41m,31,2,Subscription,No,585
31/01/2023,20/01/2023,Hardcore,Power-Up Bundle,02h 58m,14,13,One-time,Yes,216
10/02/2023,13/01/2023,Hardcore,Premium Weapon,00h 56m,23,15,One-time,No,251
03/02/2023,25/01/2023,Casual,Ultra Bundle,01h 06m,33,2,One-time,Yes,523
18/01/2023,22/12/2022,Casual,Coin Pack - 10000,00h 52m,33,5,One-time,No,364
12/02/2023,08/02/2023,Hardcore,Coin Pack - 1000,00h 46m,29,5,One-time,Yes,88
27/01/2023,07/01/2023,Casual,Power-Up Bundle,01h 00m,21,3,One-time,No,218
05/02/2023,22/01/2023,Hardcore,Lifetime Membership,00h 33m,7,4,Subscription,No,983
28/01/2023,03/01/2023,Casual,Coin Pack - 10000,00h 06m,24,5,One-time,No,426
16/01/2023,15/01/2023,Casual,Season Pass,02h 06m,39,0,Subscription,No,401
11/02/2023,26/01/2023,Casual,Coin Pack - 10000,00h 35m,9,1,One-time,No,451
31/01/2023,30/01/2023,Casual,Coin Pack - 5000,01h 49m,1,3,One-time,No,208
04/02/2023,31/01/2023,Casual,Ultra Bundle,00h 27m,21,1,One-time,No,656
05/02/2023,20/01/2023,Casual,Ultra Bundle,00h 26m,21,1,One-time,No,582
04/02/2023,01/02/2023,Casual,Premium Weapon,02h 25m,25,1,One-time,No,295
19/01/2023,08/01/2023,Casual,Power-Up Bundle,02h 37m,20,1,One-time,No,233
22/01/2023,27/12/2022,Hardcore,Season Pass,02h 22m,19,6,Subscription,No,550
04/02/2023,15/01/2023,Casual,Limited-Time Offer Pack,02h 46m,30,4,One-time,No,54
25/01/2023,22/01/2023,Casual,Lifetime Membership,01h 45m,13,0,Subscription,No,831
06/02/2023,28/01/2023,Casual,Power-Up Bundle,00h 05m,29,0,One-time,No,191
17/01/2023,04/01/2023,Casual,Coin Pack - 1000,00h 49m,33,1,One-time,No,98
10/02/2023,01/02/2023,Casual,Limited-Time Offer Pack,00h 36m,39,2,One-time,No,59
16/01/2023,03/01/2023,Whales,Limited-Time Offer Pack,02h 24m,10,11,One-time,No,65
